participantID,trialNum,vis,truePercent,reportedPercent
1614296979135,1,Bar Graph,31.46067415730337,25
1614296979135,2,Bar Graph,43.18181818181818,45
1614296979135,3,Stacked Bar Chart,33.33333333333333,30
1614296979135,4,Stacked Bar Chart,57.14285714285714,50
1614296979135,5,Bar Graph,95.83333333333334,98
1614296979135,6,Pie Chart,45.45454545454545,30
1614296979135,7,Bar Graph,17.1875,70
1614296979135,8,Bar Graph,8.333333333333332,90
1614296979135,9,Stacked Bar Chart,21.428571428571427,20
1614296979135,10,Bar Graph,4.3478260869565215,5
1614296979135,11,Pie Chart,37.5,30
1614296979135,12,Stacked Bar Chart,58.333333333333336,50
1614296979135,13,Stacked Bar Chart,46.15384615384615,40
1614296979135,14,Bar Graph,28.57142857142857,20
1614296979135,15,Stacked Bar Chart,40,30
1614296979135,16,Stacked Bar Chart,100,100
1614296979135,17,Stacked Bar Chart,8.571428571428571,10
1614296979135,18,Bar Graph,64.28571428571429,80
1614296979135,19,Stacked Bar Chart,37.03703703703704,40
1614296979135,20,Pie Chart,30.434782608695656,20
1614296979135,21,Pie Chart,42.857142857142854,30
1614296979135,22,Bar Graph,95.45454545454545,95
1614296979135,23,Bar Graph,56.25,60
1614296979135,24,Bar Graph,60.9375,70
1614296979135,25,Pie Chart,27.27272727272727,20
1614296979135,26,Pie Chart,73.33333333333333,80
1614296979135,27,Bar Graph,29.629629629629626,30
1614296979135,28,Stacked Bar Chart,60,40
1614296979135,29,Bar Graph,25.925925925925924,20
1614296979135,30,Pie Chart,40,30
1614296979135,31,Bar Graph,14.285714285714285,15
1614296979135,32,Stacked Bar Chart,84.375,80
1614296979135,33,Bar Graph,76.62337662337663,70
1614296979135,34,Bar Graph,88.77551020408163,85
1614296979135,35,Pie Chart,84.21052631578947,70
1614296979135,36,Bar Graph,44.79166666666667,45
1614296979135,37,Stacked Bar Chart,44.44444444444444,20
1614296979135,38,Pie Chart,50,30
1614296979135,39,Pie Chart,50,40
1614296979135,40,Stacked Bar Chart,69.23076923076923,60
1614296979135,41,Pie Chart,66.66666666666666,70
1614296979135,42,Pie Chart,57.89473684210527,80
1614296979135,43,Bar Graph,47.95918367346938,50
1614296979135,44,Stacked Bar Chart,58.82352941176471,65
1614296979135,45,Pie Chart,34.61538461538461,30
1614296979135,46,Pie Chart,75,80
1614296979135,47,Bar Graph,67.02127659574468,65
1614296979135,48,Pie Chart,57.14285714285714,35
1614296979135,49,Stacked Bar Chart,63.63636363636363,50
1614296979135,50,Stacked Bar Chart,33.33333333333333,30
1614296979135,51,Pie Chart,75,50
1614296979135,52,Stacked Bar Chart,15.151515151515152,20
1614296979135,53,Pie Chart,78.57142857142857,100
1614296979135,54,Stacked Bar Chart,30.434782608695656,30
1614296979135,55,Pie Chart,50,40
1614296979135,56,Stacked Bar Chart,100,90
1614296979135,57,Bar Graph,93.93939393939394,80
1614296979135,58,Stacked Bar Chart,75,70
1614296979135,59,Pie Chart,63.63636363636363,80
1614296979135,60,Pie Chart,63.63636363636363,60
