participantID,trialNum,vis,truePercent,reportedPercent
1.61421E+12,1,Pie Chart,81.25,80
1.61421E+12,2,Pie Chart,66.66666667,70
1.61421E+12,3,Stacked Bar Chart,42.85714286,40
1.61421E+12,4,Stacked Bar Chart,14.28571429,10
1.61421E+12,5,Stacked Bar Chart,61.53846154,60
1.61421E+12,6,Stacked Bar Chart,22.22222222,15
1.61421E+12,7,Stacked Bar Chart,51.72413793,60
1.61421E+12,8,Pie Chart,85.71428571,90
1.61421E+12,9,Pie Chart,50,75
1.61421E+12,10,Bar Graph,48.27586207,60
1.61421E+12,11,Stacked Bar Chart,50,65
1.61421E+12,12,Stacked Bar Chart,50,60
1.61421E+12,13,Stacked Bar Chart,82.35294118,90
1.61421E+12,14,Bar Graph,88.88888889,95
1.61421E+12,15,Bar Graph,13.43283582,15
1.61421E+12,16,Pie Chart,46.15384615,50
1.61421E+12,17,Stacked Bar Chart,28.57142857,15
1.61421E+12,18,Bar Graph,18.18181818,15
1.61421E+12,19,Bar Graph,85.50724638,95
1.61421E+12,20,Stacked Bar Chart,58.82352941,70
1.61421E+12,21,Bar Graph,29.26829268,25
1.61421E+12,22,Pie Chart,47.61904762,50
1.61421E+12,23,Pie Chart,66.66666667,80
1.61421E+12,24,Bar Graph,85.8974359,90
1.61421E+12,25,Pie Chart,27.27272727,30
1.61421E+12,26,Pie Chart,46.66666667,40
1.61421E+12,27,Bar Graph,98.86363636,97
1.61421E+12,28,Bar Graph,19.23076923,15
1.61421E+12,29,Stacked Bar Chart,71.42857143,80
1.61421E+12,30,Stacked Bar Chart,88.23529412,95
1.61421E+12,31,Bar Graph,8.823529412,8
1.61421E+12,32,Pie Chart,50,50
1.61421E+12,33,Bar Graph,71.27659574,80
1.61421E+12,34,Bar Graph,70.40816327,72
1.61421E+12,35,Stacked Bar Chart,62.5,80
1.61421E+12,36,Stacked Bar Chart,38.46153846,40
1.61421E+12,37,Bar Graph,36.36363636,35
1.61421E+12,38,Pie Chart,87.5,80
1.61421E+12,39,Bar Graph,48.7804878,50
1.61421E+12,40,Bar Graph,38.38383838,45
1.61421E+12,41,Pie Chart,20,20
1.61421E+12,42,Bar Graph,55.69620253,55
1.61421E+12,43,Pie Chart,50,60
1.61421E+12,44,Stacked Bar Chart,90.90909091,90
1.61421E+12,45,Stacked Bar Chart,72.72727273,85
1.61421E+12,46,Pie Chart,56.25,40
1.61421E+12,47,Stacked Bar Chart,20.45454545,20
1.61421E+12,48,Pie Chart,25.92592593,20
1.61421E+12,49,Pie Chart,28.57142857,30
1.61421E+12,50,Pie Chart,94.11764706,95
1.61421E+12,51,Pie Chart,31.25,25
1.61421E+12,52,Pie Chart,62.5,90
1.61421E+12,53,Bar Graph,58.92857143,65
1.61421E+12,54,Pie Chart,46.15384615,40
1.61421E+12,55,Stacked Bar Chart,73.33333333,90
1.61421E+12,56,Stacked Bar Chart,47.61904762,75
1.61421E+12,57,Bar Graph,79.16666667,90
1.61421E+12,58,Stacked Bar Chart,53.33333333,65
1.61421E+12,59,Bar Graph,12.32876712,10
1.61421E+12,60,Bar Graph,12.32876712,10
