participantID,trialNum,vis,truePercent,reportedPercent
1614265270170,1,Stacked Bar Chart,66.66666666666666,60
1614265270170,2,Bar Graph,64.64646464646465,60
1614265270170,3,Bar Graph,49.275362318840585,50
1614265270170,4,Pie Chart,61.53846153846154,50
1614265270170,5,Stacked Bar Chart,64.28571428571429,50
1614265270170,6,Stacked Bar Chart,73.68421052631578,60
1614265270170,7,Pie Chart,47.368421052631575,50
1614265270170,8,Bar Graph,40.909090909090914,40
1614265270170,9,Pie Chart,85,99
1614265270170,10,Stacked Bar Chart,42.10526315789473,30
1614265270170,11,Bar Graph,56.84210526315789,58
1614265270170,12,Bar Graph,37.5,35
1614265270170,13,Bar Graph,15.217391304347828,15
1614265270170,14,Pie Chart,31.25,28
1614265270170,15,Stacked Bar Chart,22.22222222222222,15
1614265270170,16,Pie Chart,100,99
1614265270170,17,Bar Graph,10.204081632653061,10
1614265270170,18,Stacked Bar Chart,55.55555555555556,25
1614265270170,19,Pie Chart,54.54545454545454,33
1614265270170,20,Bar Graph,73.91304347826086,75
1614265270170,21,Bar Graph,57.291666666666664,60
1614265270170,22,Stacked Bar Chart,12.5,10
1614265270170,23,Stacked Bar Chart,46.666666666666664,35
1614265270170,24,Pie Chart,25,15
1614265270170,25,Stacked Bar Chart,96.29629629629629,99
1614265270170,26,Stacked Bar Chart,33.33333333333333,20
1614265270170,27,Stacked Bar Chart,58.620689655172406,55
1614265270170,28,Pie Chart,36.36363636363637,25
1614265270170,29,Bar Graph,17.857142857142858,20
1614265270170,30,Pie Chart,80,99
1614265270170,31,Pie Chart,77.77777777777779,95
1614265270170,32,Bar Graph,73.91304347826086,70
1614265270170,33,Pie Chart,100,95
1614265270170,34,Pie Chart,60,80
1614265270170,35,Pie Chart,88.88888888888889,99
1614265270170,36,Pie Chart,37.5,30
1614265270170,37,Pie Chart,25,15
1614265270170,38,Pie Chart,75,85
1614265270170,39,Bar Graph,66.27906976744185,70
1614265270170,40,Bar Graph,53.52112676056338,60
1614265270170,41,Stacked Bar Chart,39.130434782608695,35
1614265270170,42,Stacked Bar Chart,75,80
1614265270170,43,Stacked Bar Chart,22.58064516129032,20
1614265270170,44,Pie Chart,100,99
1614265270170,45,Stacked Bar Chart,85.71428571428571,80
1614265270170,46,Bar Graph,61.29032258064516,65
1614265270170,47,Stacked Bar Chart,24.074074074074073,20
1614265270170,48,Stacked Bar Chart,83.33333333333334,80
1614265270170,49,Pie Chart,20,8
1614265270170,50,Bar Graph,42.857142857142854,85
1614265270170,51,Pie Chart,60,40
1614265270170,52,Bar Graph,11.235955056179774,10
1614265270170,53,Stacked Bar Chart,79.16666666666666,85
1614265270170,54,Bar Graph,98.27586206896551,95
1614265270170,55,Pie Chart,54.54545454545454,80
1614265270170,56,Bar Graph,74.19354838709677,80
1614265270170,57,Bar Graph,19.047619047619047,15
1614265270170,58,Stacked Bar Chart,42.42424242424242,40
1614265270170,59,Bar Graph,18.88888888888889,20
1614265270170,60,Bar Graph,18.88888888888889,20
