participantID,trialNum,vis,truePercent,reportedPercent
1.61428E+12,1,Bar Graph,92.47311828,97
1.61428E+12,2,Stacked Bar Chart,19.04761905,20
1.61428E+12,3,Pie Chart,88.88888889,66
1.61428E+12,4,Pie Chart,20,20
1.61428E+12,5,Bar Graph,57.14285714,60
1.61428E+12,6,Pie Chart,40.90909091,33
1.61428E+12,7,Stacked Bar Chart,26.08695652,25
1.61428E+12,8,Stacked Bar Chart,50,50
1.61428E+12,9,Stacked Bar Chart,61.9047619,65
1.61428E+12,10,Bar Graph,43.82022472,45
1.61428E+12,11,Stacked Bar Chart,39.13043478,50
1.61428E+12,12,Bar Graph,67.85714286,70
1.61428E+12,13,Pie Chart,85.71428571,95
1.61428E+12,14,Bar Graph,26.25,30
1.61428E+12,15,Stacked Bar Chart,84.61538462,95
1.61428E+12,16,Bar Graph,36.06557377,40
1.61428E+12,17,Pie Chart,91.66666667,70
1.61428E+12,18,Bar Graph,62.5,80
1.61428E+12,19,Pie Chart,21.42857143,20
1.61428E+12,20,Pie Chart,71.42857143,80
1.61428E+12,21,Pie Chart,50,50
1.61428E+12,22,Bar Graph,57.29166667,65
1.61428E+12,23,Pie Chart,77.77777778,80
1.61428E+12,24,Pie Chart,43.47826087,50
1.61428E+12,25,Pie Chart,40,50
1.61428E+12,26,Bar Graph,59.45945946,60
1.61428E+12,27,Pie Chart,42.85714286,50
1.61428E+12,28,Bar Graph,57.57575758,50
1.61428E+12,29,Stacked Bar Chart,75,70
1.61428E+12,30,Stacked Bar Chart,34.375,50
1.61428E+12,31,Pie Chart,41.66666667,50
1.61428E+12,32,Bar Graph,67.21311475,60
1.61428E+12,33,Stacked Bar Chart,32,40
1.61428E+12,34,Stacked Bar Chart,57.14285714,50
1.61428E+12,35,Bar Graph,17.17171717,25
1.61428E+12,36,Stacked Bar Chart,75,100
1.61428E+12,37,Bar Graph,54.83870968,50
1.61428E+12,38,Bar Graph,44.57831325,50
1.61428E+12,39,Stacked Bar Chart,68,90
1.61428E+12,40,Pie Chart,40,50
1.61428E+12,41,Pie Chart,43.75,60
1.61428E+12,42,Bar Graph,65.15151515,70
1.61428E+12,43,Stacked Bar Chart,75,100
1.61428E+12,44,Bar Graph,91.89189189,95
1.61428E+12,45,Stacked Bar Chart,86.66666667,90
1.61428E+12,46,Stacked Bar Chart,75,75
1.61428E+12,47,Stacked Bar Chart,18.75,20
1.61428E+12,48,Bar Graph,24.7311828,25
1.61428E+12,49,Pie Chart,73.33333333,80
1.61428E+12,50,Stacked Bar Chart,47.05882353,60
1.61428E+12,51,Pie Chart,50,50
1.61428E+12,52,Bar Graph,57.64705882,70
1.61428E+12,53,Stacked Bar Chart,60,80
1.61428E+12,54,Bar Graph,58.33333333,60
1.61428E+12,55,Pie Chart,70,65
1.61428E+12,56,Pie Chart,60,70
1.61428E+12,57,Stacked Bar Chart,55.55555556,70
1.61428E+12,58,Pie Chart,33.33333333,25
1.61428E+12,59,Stacked Bar Chart,75,75
1.61428E+12,60,Stacked Bar Chart,75,75
