participantID,trialNum,vis,truePercent,reportedPercent
1614224483930,1,Pie Chart,85.71428571428571,96
1614224483930,2,Stacked Bar Chart,20,20
1614224483930,3,Stacked Bar Chart,25,25
1614224483930,4,Stacked Bar Chart,87.5,90
1614224483930,5,Pie Chart,33.33333333333333,33
1614224483930,6,Stacked Bar Chart,90.9090909090909,80
1614224483930,7,Stacked Bar Chart,40,47
1614224483930,8,Bar Graph,68.6046511627907,80
1614224483930,9,Pie Chart,45.45454545454545,50
1614224483930,10,Bar Graph,74.11764705882354,70
1614224483930,11,Bar Graph,74,75
1614224483930,12,Bar Graph,73.46938775510205,75
1614224483930,13,Bar Graph,48.05194805194805,50
1614224483930,14,Stacked Bar Chart,84,80
1614224483930,15,Stacked Bar Chart,30.952380952380953,40
1614224483930,16,Bar Graph,68.18181818181817,66
1614224483930,17,Pie Chart,69.23076923076923,66
1614224483930,18,Stacked Bar Chart,8.108108108108109,15
1614224483930,19,Pie Chart,42.10526315789473,33
1614224483930,20,Pie Chart,80,75
1614224483930,21,Bar Graph,6.172839506172839,10
1614224483930,22,Stacked Bar Chart,29.166666666666668,25
1614224483930,23,Stacked Bar Chart,65.38461538461539,80
1614224483930,24,Stacked Bar Chart,20.689655172413794,20
1614224483930,25,Bar Graph,40,45
1614224483930,26,Stacked Bar Chart,25,25
1614224483930,27,Pie Chart,16.666666666666664,15
1614224483930,28,Pie Chart,25,25
1614224483930,29,Pie Chart,20,20
1614224483930,30,Pie Chart,37.5,45
1614224483930,31,Pie Chart,83.33333333333334,100
1614224483930,32,Pie Chart,66.66666666666666,75
1614224483930,33,Pie Chart,33.33333333333333,25
1614224483930,34,Stacked Bar Chart,74.19354838709677,80
1614224483930,35,Bar Graph,45.23809523809524,50
1614224483930,36,Bar Graph,31.57894736842105,40
1614224483930,37,Pie Chart,70.58823529411765,90
1614224483930,38,Stacked Bar Chart,81.25,80
1614224483930,39,Pie Chart,75,60
1614224483930,40,Pie Chart,17.647058823529413,15
1614224483930,41,Bar Graph,37.5,33
1614224483930,42,Stacked Bar Chart,40,45
1614224483930,43,Pie Chart,31.818181818181817,33
1614224483930,44,Pie Chart,57.14285714285714,50
1614224483930,45,Bar Graph,54.054054054054056,50
1614224483930,46,Pie Chart,53.84615384615385,70
1614224483930,47,Stacked Bar Chart,80,96
1614224483930,48,Pie Chart,22.727272727272727,20
1614224483930,49,Bar Graph,16.666666666666664,20
1614224483930,50,Bar Graph,70.32967032967034,75
1614224483930,51,Bar Graph,53.333333333333336,50
1614224483930,52,Stacked Bar Chart,80,80
1614224483930,53,Stacked Bar Chart,95,95
1614224483930,54,Bar Graph,42.857142857142854,50
1614224483930,55,Bar Graph,36.84210526315789,40
1614224483930,56,Bar Graph,21.333333333333336,30
1614224483930,57,Bar Graph,36.36363636363637,45
1614224483930,58,Stacked Bar Chart,64.28571428571429,90
1614224483930,59,Bar Graph,33.33333333333333,27
1614224483930,60,Bar Graph,33.33333333333333,27
