participantID,trialNum,vis,truePercent,reportedPercent
1614272714219,1,Stacked Bar Chart,70,60
1614272714219,2,Pie Chart,13.636363636363635,10
1614272714219,3,Pie Chart,57.14285714285714,20
1614272714219,4,Pie Chart,42.857142857142854,25
1614272714219,5,Stacked Bar Chart,28.57142857142857,25
1614272714219,6,Bar Graph,55.78947368421052,60
1614272714219,7,Stacked Bar Chart,52.63157894736842,50
1614272714219,8,Bar Graph,21.27659574468085,10
1614272714219,9,Pie Chart,68.75,54
1614272714219,10,Bar Graph,47.88732394366197,50
1614272714219,11,Pie Chart,46.15384615384615,30
1614272714219,12,Pie Chart,50,40
1614272714219,13,Stacked Bar Chart,35.714285714285715,20
1614272714219,14,Bar Graph,92.42424242424242,80
1614272714219,15,Bar Graph,79.71014492753623,80
1614272714219,16,Pie Chart,57.14285714285714,50
1614272714219,17,Bar Graph,93.75,97
1614272714219,18,Stacked Bar Chart,62.5,50
1614272714219,19,Stacked Bar Chart,100,100
1614272714219,20,Pie Chart,55.55555555555556,40
1614272714219,21,Bar Graph,29.508196721311474,30
1614272714219,22,Pie Chart,37.5,20
1614272714219,23,Bar Graph,8.108108108108109,10
1614272714219,24,Pie Chart,29.411764705882355,50
1614272714219,25,Pie Chart,33.33333333333333,20
1614272714219,26,Pie Chart,50,40
1614272714219,27,Bar Graph,94.94949494949495,96
1614272714219,28,Stacked Bar Chart,20.689655172413794,10
1614272714219,29,Pie Chart,35.294117647058826,30
1614272714219,30,Pie Chart,37.5,20
1614272714219,31,Stacked Bar Chart,31.03448275862069,34
1614272714219,32,Bar Graph,83.6734693877551,90
1614272714219,33,Bar Graph,25.53191489361702,30
1614272714219,34,Stacked Bar Chart,80,80
1614272714219,35,Pie Chart,83.33333333333334,60
1614272714219,36,Stacked Bar Chart,75,80
1614272714219,37,Pie Chart,88.88888888888889,90
1614272714219,38,Bar Graph,16.666666666666664,10
1614272714219,39,Bar Graph,70,70
1614272714219,40,Bar Graph,86.36363636363636,70
1614272714219,41,Pie Chart,73.68421052631578,80
1614272714219,42,Stacked Bar Chart,58.620689655172406,60
1614272714219,43,Stacked Bar Chart,55.00000000000001,40
1614272714219,44,Bar Graph,78.26086956521739,70
1614272714219,45,Bar Graph,33.6734693877551,30
1614272714219,46,Stacked Bar Chart,85.71428571428571,50
1614272714219,47,Bar Graph,20.51282051282051,20
1614272714219,48,Stacked Bar Chart,55.55555555555556,50
1614272714219,49,Pie Chart,70,60
1614272714219,50,Bar Graph,82.55813953488372,80
1614272714219,51,Stacked Bar Chart,15,10
1614272714219,52,Stacked Bar Chart,6.976744186046512,10
1614272714219,53,Stacked Bar Chart,23.076923076923077,30
1614272714219,54,Pie Chart,44.44444444444444,20
1614272714219,55,Pie Chart,30.76923076923077,30
1614272714219,56,Stacked Bar Chart,14.814814814814813,10
1614272714219,57,Bar Graph,73.73737373737373,70
1614272714219,58,Stacked Bar Chart,20,20
1614272714219,59,Stacked Bar Chart,30,40
1614272714219,60,Stacked Bar Chart,30,30
