participantID,trialNum,vis,truePercent,reportedPercent
1614209889535,1,Pie Chart,77.77777777777779,80
1614209889535,2,Pie Chart,27.77777777777778,70
1614209889535,3,Stacked Bar Chart,46.15384615384615,50
1614209889535,4,Bar Graph,65.625,70
1614209889535,5,Pie Chart,33.33333333333333,40
1614209889535,6,Stacked Bar Chart,21.428571428571427,20
1614209889535,7,Pie Chart,71.42857142857143,60
1614209889535,8,Pie Chart,25,30
1614209889535,9,Bar Graph,73.17073170731707,80
1614209889535,10,Stacked Bar Chart,80,80
1614209889535,11,Stacked Bar Chart,78.57142857142857,100
1614209889535,12,Bar Graph,81.81818181818183,80
1614209889535,13,Pie Chart,56.25,60
1614209889535,14,Bar Graph,51.78571428571429,50
1614209889535,15,Bar Graph,12.941176470588237,10
1614209889535,16,Pie Chart,55.55555555555556,30
1614209889535,17,Bar Graph,78.26086956521739,75
1614209889535,18,Pie Chart,81.81818181818183,70
1614209889535,19,Bar Graph,38.88888888888889,40
1614209889535,20,Pie Chart,60,40
1614209889535,21,Bar Graph,42.168674698795186,45
1614209889535,22,Stacked Bar Chart,100,100
1614209889535,23,Pie Chart,90,50
1614209889535,24,Bar Graph,74.02597402597402,70
1614209889535,25,Stacked Bar Chart,51.85185185185185,60
1614209889535,26,Bar Graph,56.81818181818182,60
1614209889535,27,Stacked Bar Chart,76.47058823529412,70
1614209889535,28,Stacked Bar Chart,33.33333333333333,30
1614209889535,29,Bar Graph,62.295081967213115,70
1614209889535,30,Stacked Bar Chart,13.636363636363635,10
1614209889535,31,Pie Chart,76.92307692307693,80
1614209889535,32,Bar Graph,64.38356164383562,70
1614209889535,33,Pie Chart,56.25,40
1614209889535,34,Pie Chart,23.076923076923077,20
1614209889535,35,Stacked Bar Chart,50,40
1614209889535,36,Pie Chart,90.9090909090909,100
1614209889535,37,Stacked Bar Chart,18.91891891891892,20
1614209889535,38,Pie Chart,87.5,100
1614209889535,39,Pie Chart,50,30
1614209889535,40,Stacked Bar Chart,66.66666666666666,50
1614209889535,41,Pie Chart,64.28571428571429,70
1614209889535,42,Bar Graph,93.47826086956522,95
1614209889535,43,Bar Graph,65.21739130434783,60
1614209889535,44,Bar Graph,14.864864864864865,20
1614209889535,45,Stacked Bar Chart,33.33333333333333,30
1614209889535,46,Bar Graph,69.89247311827957,70
1614209889535,47,Bar Graph,65.625,60
1614209889535,48,Pie Chart,14.285714285714285,10
1614209889535,49,Bar Graph,5.617977528089887,10
1614209889535,50,Stacked Bar Chart,28.57142857142857,20
1614209889535,51,Stacked Bar Chart,34.48275862068966,30
1614209889535,52,Bar Graph,11.320754716981133,15
1614209889535,53,Stacked Bar Chart,57.14285714285714,50
1614209889535,54,Pie Chart,37.5,40
1614209889535,55,Stacked Bar Chart,61.40350877192983,60
1614209889535,56,Stacked Bar Chart,61.111111111111114,60
1614209889535,57,Stacked Bar Chart,53.84615384615385,40
1614209889535,58,Stacked Bar Chart,47.368421052631575,30
1614209889535,59,Bar Graph,96.66666666666667,90
1614209889535,60,Bar Graph,96.66666666666667,90
