participantID,trialNum,vis,truePercent,reportedPercent
1614223579880,1,Bar Graph,23.214285714285715,20
1614223579880,2,Bar Graph,50,50
1614223579880,3,Pie Chart,87.5,100
1614223579880,4,Stacked Bar Chart,66.66666666666666,50
1614223579880,5,Stacked Bar Chart,31.818181818181817,40
1614223579880,6,Stacked Bar Chart,83.33333333333334,80
1614223579880,7,Bar Graph,53.333333333333336,50
1614223579880,8,Stacked Bar Chart,75,50
1614223579880,9,Stacked Bar Chart,38.46153846153847,40
1614223579880,10,Stacked Bar Chart,20.588235294117645,15
1614223579880,11,Pie Chart,27.27272727272727,30
1614223579880,12,Stacked Bar Chart,81.25,90
1614223579880,13,Bar Graph,6.666666666666667,5
1614223579880,14,Stacked Bar Chart,48.275862068965516,50
1614223579880,15,Stacked Bar Chart,15.09433962264151,20
1614223579880,16,Bar Graph,97.9381443298969,95
1614223579880,17,Stacked Bar Chart,25,15
1614223579880,18,Bar Graph,75,80
1614223579880,19,Bar Graph,77.19298245614034,70
1614223579880,20,Pie Chart,75,70
1614223579880,21,Stacked Bar Chart,22.22222222222222,25
1614223579880,22,Stacked Bar Chart,77.77777777777779,75
1614223579880,23,Pie Chart,76.47058823529412,80
1614223579880,24,Bar Graph,93.75,90
1614223579880,25,Pie Chart,37.5,20
1614223579880,26,Bar Graph,7.6923076923076925,10
1614223579880,27,Bar Graph,60.86956521739131,50
1614223579880,28,Stacked Bar Chart,72.72727272727273,80
1614223579880,29,Pie Chart,80,80
1614223579880,30,Stacked Bar Chart,47.368421052631575,75
1614223579880,31,Bar Graph,96.55172413793103,99
1614223579880,32,Bar Graph,48.10126582278481,50
1614223579880,33,Bar Graph,84.61538461538461,80
1614223579880,34,Stacked Bar Chart,65,60
1614223579880,35,Pie Chart,75,90
1614223579880,36,Pie Chart,60,90
1614223579880,37,Pie Chart,63.1578947368421,75
1614223579880,38,Pie Chart,21.428571428571427,20
1614223579880,39,Bar Graph,55.55555555555556,50
1614223579880,40,Stacked Bar Chart,17.91044776119403,25
1614223579880,41,Stacked Bar Chart,70,60
1614223579880,42,Bar Graph,25.842696629213485,35
1614223579880,43,Pie Chart,26.666666666666668,10
1614223579880,44,Pie Chart,80,75
1614223579880,45,Stacked Bar Chart,33.33333333333333,15
1614223579880,46,Pie Chart,40,50
1614223579880,47,Stacked Bar Chart,20.833333333333336,25
1614223579880,48,Pie Chart,27.27272727272727,20
1614223579880,49,Pie Chart,40,30
1614223579880,50,Stacked Bar Chart,17.02127659574468,20
1614223579880,51,Bar Graph,15,10
1614223579880,52,Pie Chart,33.33333333333333,10
1614223579880,53,Pie Chart,61.53846153846154,50
1614223579880,54,Bar Graph,86.4406779661017,80
1614223579880,55,Pie Chart,33.33333333333333,20
1614223579880,56,Pie Chart,54.54545454545454,30
1614223579880,57,Bar Graph,94.02985074626866,80
1614223579880,58,Pie Chart,23.809523809523807,40
1614223579880,59,Bar Graph,18.91891891891892,25
1614223579880,60,Bar Graph,18.91891891891892,25
