participantID,trialNum,vis,truePercent,reportedPercent
1614282581034,1,Stacked Bar Chart,23.076923076923077,25
1614282581034,2,Stacked Bar Chart,26.666666666666668,25
1614282581034,3,Stacked Bar Chart,33.33333333333333,30
1614282581034,4,Stacked Bar Chart,20,15
1614282581034,5,Bar Graph,25.609756097560975,27
1614282581034,6,Stacked Bar Chart,66.66666666666666,70
1614282581034,7,Bar Graph,45.16129032258064,50
1614282581034,8,Stacked Bar Chart,46.42857142857143,50
1614282581034,9,Bar Graph,37.9746835443038,45
1614282581034,10,Pie Chart,30.76923076923077,33
1614282581034,11,Pie Chart,42.10526315789473,47
1614282581034,12,Bar Graph,27.419354838709676,30
1614282581034,13,Pie Chart,84.61538461538461,95
1614282581034,14,Stacked Bar Chart,33.33333333333333,30
1614282581034,15,Stacked Bar Chart,85.71428571428571,85
1614282581034,16,Stacked Bar Chart,37.5,50
1614282581034,17,Pie Chart,50,50
1614282581034,18,Bar Graph,83.33333333333334,80
1614282581034,19,Bar Graph,54.054054054054056,60
1614282581034,20,Pie Chart,55.55555555555556,66
1614282581034,21,Stacked Bar Chart,60,66
1614282581034,22,Pie Chart,30.76923076923077,33
1614282581034,23,Pie Chart,32.25806451612903,40
1614282581034,24,Stacked Bar Chart,60,50
1614282581034,25,Pie Chart,66.66666666666666,66
1614282581034,26,Pie Chart,40,50
1614282581034,27,Stacked Bar Chart,26.785714285714285,33
1614282581034,28,Pie Chart,30,33
1614282581034,29,Pie Chart,77.77777777777779,85
1614282581034,30,Pie Chart,66.66666666666666,70
1614282581034,31,Stacked Bar Chart,50,70
1614282581034,32,Bar Graph,15.873015873015872,20
1614282581034,33,Pie Chart,70.58823529411765,75
1614282581034,34,Pie Chart,66.66666666666666,85
1614282581034,35,Stacked Bar Chart,93.75,100
1614282581034,36,Pie Chart,80,80
1614282581034,37,Pie Chart,28.57142857142857,25
1614282581034,38,Pie Chart,92.85714285714286,96
1614282581034,39,Stacked Bar Chart,50,33
1614282581034,40,Bar Graph,36.486486486486484,50
1614282581034,41,Pie Chart,83.33333333333334,70
1614282581034,42,Bar Graph,12.658227848101266,15
1614282581034,43,Bar Graph,39.726027397260275,45
1614282581034,44,Stacked Bar Chart,28.000000000000004,33
1614282581034,45,Bar Graph,72.3076923076923,75
1614282581034,46,Pie Chart,85.71428571428571,100
1614282581034,47,Stacked Bar Chart,61.904761904761905,70
1614282581034,48,Stacked Bar Chart,66.66666666666666,70
1614282581034,49,Bar Graph,65,65
1614282581034,50,Bar Graph,57.647058823529406,60
1614282581034,51,Bar Graph,54.83870967741935,55
1614282581034,52,Bar Graph,17.708333333333336,20
1614282581034,53,Bar Graph,76.92307692307693,80
1614282581034,54,Bar Graph,68.53932584269663,70
1614282581034,55,Stacked Bar Chart,75,70
1614282581034,56,Pie Chart,20,15
1614282581034,57,Stacked Bar Chart,93.10344827586206,96
1614282581034,58,Bar Graph,49.43820224719101,50
1614282581034,59,Bar Graph,17.97752808988764,23
1614282581034,60,Bar Graph,17.97752808988764,23
